core_periphery_coefficient,rich_club_coefficient,nestedness_index,scc_size,other_size,onion_structure,network_id,skill_type,num_agents,iteration
0.9670020361719966,0.14678543677764638,353.8028683470442,500,0,0.8489617291828608,1,S++,500,1
0.9286070162070279,0.289345731922033,731.6886495932855,500,0,0.9054954881479781,1,S++,500,2
0.7482901953493314,0.6825797994875064,1708.3844218143925,500,0,0.8216922328579479,1,S++,500,3
0.8583245022554417,0.8801850791972796,2241.0655797876925,500,0,0.4827440870728625,1,S++,500,4
0.9017736158460277,0.938516044901721,2378.8054910407827,500,0,0.5452703629663197,1,S++,500,5
0.8928784132541645,0.9068535644674086,2320.299471608694,500,0,0.7344795661036119,1,S++,500,6
0.856156501726122,0.8813748995007881,2259.3375126380984,500,0,0.7539931682117674,1,S++,500,7
0.814332979331754,0.8369778547731118,2139.07672471752,500,0,0.7952777451412418,1,S++,500,8
0.7636060799929405,0.8035715871647945,2026.7749712488508,500,0,0.7909371317104473,1,S++,500,9
0.7959968926759401,0.7473115336170808,1895.2490386772743,500,0,0.798755360322148,1,S++,500,10
0.724716710113316,0.7299098324716402,1794.8491103296678,500,0,0.7822337299540091,1,S++,500,11
0.6943045101641676,0.7016280900424581,1690.0266729300436,500,0,0.7785980651515684,1,S++,500,12
0.6840231562404785,0.6833104307671478,1610.1124028668153,500,0,0.7847672447496272,1,S++,500,13
0.689553503645769,0.6561462059477157,1524.4651906322183,500,0,0.7941020613458312,1,S++,500,14
0.6642416055576997,0.6398715207321445,1452.3503952619908,500,0,0.7823510768074247,1,S++,500,15
0.6529884983889209,0.6327422935879753,1370.6715542384702,500,0,0.7809731196497581,1,S++,500,16
0.6763429253841031,0.6100805346469957,1303.5027374662357,500,0,0.7829476389378434,1,S++,500,17
0.6615369340746624,0.5938056824952989,1251.4602051003267,500,0,0.7930689204905209,1,S++,500,18
0.6428514323784144,0.5904809103775375,1206.3365779471992,500,0,0.791604291895589,1,S++,500,19
0.6385951770434182,0.5758115055007259,1164.5811034555754,500,0,0.8048334830035676,1,S++,500,20
0.5960717852495233,0.5598257094936979,1130.6781088713885,500,0,0.8067448492950938,1,S++,500,21
0.6069861900893583,0.5204399375099472,1089.9961945306238,500,0,0.8100508394850936,1,S++,500,22
0.6155303682778103,0.51300042433,1062.5643701488225,500,0,0.8103498686600714,1,S++,500,23
0.6057399037224855,0.47599418618322953,1027.6124636674224,500,0,0.8049478808544548,1,S++,500,24
0.5827298704348847,0.4660889749629852,991.1748891580824,500,0,0.8030816359251645,1,S++,500,25
0.5778598398406705,0.46504210169247656,962.2982580397039,500,0,0.8058867162932584,1,S++,500,26
0.5572512388720783,0.4775928877304414,938.0334599302855,500,0,0.8040826488245097,1,S++,500,27
0.5760766457977613,0.49927569981771497,907.7217938445981,500,0,0.811159813707117,1,S++,500,28
0.5516234583438208,0.46138044807738615,876.6535313527107,500,0,0.8106637525373175,1,S++,500,29
0.5545067155725767,0.48795740349802535,846.7651494902044,500,0,0.8021035711858591,1,S++,500,30
0.5936122102882985,0.4590072635852767,820.6610666582799,500,0,0.7974966308756468,1,S++,500,31
0.5844699688920795,0.4477478399663353,793.8500651543204,500,0,0.7975757512908009,1,S++,500,32
0.5817276606750291,0.44346204304743336,778.1743194185967,497,0,0.8017107946993283,1,S++,500,33
0.5661275642372051,0.3850194953076048,769.0322812096537,495,0,0.8038822606113362,1,S++,500,34
0.5768111725341868,0.37983022975134356,764.0951404218647,495,0,0.8041325497145898,1,S++,500,35
0.5480791438909847,0.37884679910562497,748.6498234155417,494,0,0.8017472984926826,1,S++,500,36
0.5539655590589376,0.3271191350639437,730.9958665333421,494,0,0.8026789752861478,1,S++,500,37
0.5558805816054375,0.30217960056929916,698.2021225995779,494,0,0.8090145726065737,1,S++,500,38
0.5673267326732673,0.2998395845315156,690.6991739469503,494,0,0.8160938746029943,1,S++,500,39
0.5535508637236084,0.2764996469315164,680.4287348964278,492,0,0.8278965196963335,1,S++,500,40
0.5563603889660647,0.2742902074412664,667.5848947980712,491,0,0.8231586532508909,1,S++,500,41
0.5686663879598662,0.2826318527603832,650.1911183630318,491,0,0.8189929408563656,1,S++,500,42
0.5926783548351527,0.2868514412805132,645.3493414881532,491,0,0.8098521512883979,1,S++,500,43
0.5665245939407902,0.28880741897734025,635.4030210594817,490,0,0.8074664750830689,1,S++,500,44
0.5652484805148373,0.27760447583190845,632.6142790440028,490,0,0.8160840655606584,1,S++,500,45
0.5549382716049382,0.2696049081256593,626.6130586530073,490,0,0.8166938489823591,1,S++,500,46
0.5553859849930052,0.27051898265051083,622.356387132068,490,0,0.8146295579205317,1,S++,500,47
0.5620605732828556,0.2721062972557654,610.7420348814469,490,0,0.794796066476918,1,S++,500,48
0.554573952693075,0.2690969852170543,615.5848304881648,489,0,0.7922399462509777,1,S++,500,49
0.5510083036773428,0.2731215951406366,612.01387835314,488,0,0.7769295515786173,1,S++,500,50
