num_agents,skill_type,network,cooperation_proportion
400,br2,1,0.2870244050325906
400,br2,1,0.22902257311242077
400,br2,1,0.28494842011209487
400,br2,1,0.30547286466681933
400,br2,1,0.22029154518950436
400,br2,1,0.1934365501519757
400,br2,1,0.23962264150943396
400,br2,1,0.1899190640275663
400,br2,1,0.14215833083757612
400,br2,1,0.34281612945321677
400,br2,1,0.21040723981900453
400,br2,1,0.06068099676621647
400,br2,1,0.12848420493761614
400,br2,1,0.21910317170980678
400,br2,1,0.5821042281219272
400,br2,1,0.5649202733485194
400,br2,1,0.4772861356932153
400,br2,1,0
400,br2,1,0.3320039880358923
400,br2,1,0.35175879396984927
400,br2,1,0.7356475300400535
400,br2,1,0.38896746817538896
400,manipulator-gf,1,1
400,manipulator-gf,1,1
400,manipulator-gf,1,1
400,manipulator-gf,1,1
400,manipulator-gf,1,1
400,manipulator-gf,1,1
400,manipulator-gf,1,1
400,manipulator-gf,1,1
400,manipulator-gf,1,1
400,manipulator-gf,1,1
400,manipulator-gf,1,1
400,manipulator-gf,1,1
400,manipulator-gf,1,1
400,manipulator-gf,1,1
400,manipulator-gf,1,1
400,manipulator-gf,1,1
400,manipulator-gf,1,1
400,manipulator-gf,1,1
400,manipulator-gf,1,1
400,manipulator-gf,1,1
400,manipulator-gf,1,1
400,manipulator-gf,1,1
400,manipulator-gf,1,1
400,manipulator-gf,1,1
400,manipulator-gf,1,1
400,manipulator-gf,1,1
400,manipulator-gf,1,1
400,manipulator-gf,1,1
400,manipulator-gf,1,1
400,manipulator-gf,1,1
400,eeew_simp,1,0
400,eeew_simp,1,0.14699205448354144
400,eeew_simp,1,0.1911323182500536
400,eeew_simp,1,0.15302325581395348
400,eeew_simp,1,0.15990530192318933
400,eeew_simp,1,0.20258326169851662
400,eeew_simp,1,0.1440901884798309
400,eeew_simp,1,0.16586899493361637
400,eeew_simp,1,0.17260972244955222
400,eeew_simp,1,0.20735539763879846
400,eeew_simp,1,0.21216054313099042
400,eeew_simp,1,0.12914839030042208
400,eeew_simp,1,0.16625791364854844
400,eeew_simp,1,0.11009471383469603
400,eeew_simp,1,0.11935110081112399
400,eeew_simp,1,0.2617718869898849
400,eeew_simp,1,0.1821724305893814
400,eeew_simp,1,0
400,eeew_simp,1,0.266240157480315
400,eeew_simp,1,0.08584240871236387
400,eeew_simp,1,0.42780269058295967
400,eeew_simp,1,0.1851063829787234
400,eeew_simp,1,0
400,eeew_simp,1,0
400,eeew_simp,1,0
400,eeew_simp,1,0.4064516129032258
400,eeew_simp,1,0.475
